695973 | 03AQ02 Mar 23 23:30:12 03 | L03 VWDAA01    | 12:34:15.5  -5:17:18 2000 |  140 | g | 1.18 | 1.23 1.30   337 |P 3 O Q|
695974 | 03AQ02 Mar 23 23:36:20 03 | L03 VWDAA02    | 12:35:49.2  -4:23:54 2000 |  140 | g | 1.17 | 1.05 1.12   341 |P 3 O Q|
695984 | 03AQ02 Mar 24 00:34:53 03 | L03 VWDAA01    | 12:34:15.5  -5:17:53 2000 |  140 | g | 1.11 | 0.76 0.87   394 |P 1 V Q|
695985 | 03AQ02 Mar 24 00:38:27 03 | L03 VWDAA02    | 12:35:49.2  -4:23:54 2000 |  140 | g | 1.10 | 0.74 0.87   420 |P 1 V Q|
695986 | 03AQ02 Mar 24 00:42:01 03 | L03 VWDAA03    | 12:37:22.6  -3:29:19 2000 |  140 | g | 1.09 | 0.89 0.98   443 |P 1 V Q|
695987 | 03AQ02 Mar 24 00:45:35 03 | L03 VWDAA04    | 12:38:55.9  -2:34:43 2000 |  140 | g | 1.08 | 0.91 0.99   480 |P 1 V Q|
695988 | 03AQ02 Mar 24 00:49:13 03 | L03 VWDAA05    | 12:37:54.5  -5:41:46 2000 |  140 | g | 1.11 | 0.85 0.94   521 |P 1 V Q|
695989 | 03AQ02 Mar 24 00:52:52 03 | L03 VWDAA06    | 12:39:28.0  -4:47:09 2000 |  140 | g | 1.10 | 0.98 1.07   540 |P 2 V Q|
695990 | 03AQ02 Mar 24 00:56:28 03 | L03 VWDAA07    | 12:41:01.2  -3:52:34 2000 |  140 | g | 1.09 | 0.88 1.00   569 |P 1 V Q|
695992 | 03AQ02 Mar 24 01:05:29 03 | L03 VWDAA08    | 12:42:34.2  -2:57:56 2000 |  140 | g | 1.08 | 0.86 0.97   649 |P 1 V Q|
695993 | 03AQ02 Mar 24 01:09:07 03 | L03 VWDAA09    | 12:41:33.7  -6:04:59 2000 |  140 | g | 1.11 | 1.03 1.13   689 |P 2 V Q|
695994 | 03AQ02 Mar 24 01:12:42 03 | L03 VWDAA10    | 12:43:06.9  -5:10:20 2000 |  140 | g | 1.10 | 0.91 1.01   711 |P 1 V Q|
695995 | 03AQ02 Mar 24 01:16:19 03 | L03 VWDAA11    | 12:44:39.9  -4:15:43 2000 |  140 | g | 1.10 | 0.88 0.99   733 |P 1 V Q|
695996 | 03AQ02 Mar 24 01:19:54 03 | L03 VWDAA12    | 12:46:12.7  -3:21:05 2000 |  140 | g | 1.09 | 0.90 0.99   753 |P 1 V Q|
695997 | 03AQ02 Mar 24 01:23:33 03 | L03 VWDAA13    | 12:45:13.0  -6:28:08 2000 |  140 | g | 1.12 | 0.85 0.95   779 |P 1 V Q|
695998 | 03AQ02 Mar 24 01:27:09 03 | L03 VWDAA14    | 12:46:46.0  -5:33:28 2000 |  140 | g | 1.11 | 0.81 0.93   794 |P 1 V Q|
695999 | 03AQ02 Mar 24 01:30:44 03 | L03 VWDAA15    | 12:48:18.8  -4:38:48 2000 |  140 | g | 1.10 | 0.84 0.95   803 |P 1 V Q|
696000 | 03AQ02 Mar 24 01:34:20 03 | L03 VWDAA16    | 12:49:51.3  -3:44:07 2000 |  140 | g | 1.10 | 0.91 1.01   806 |P 1 V Q|
696001 | 03AQ02 Mar 24 01:38:32 03 | L03 VWDAA01    | 12:34:15.5  -5:18:28 2000 |  140 | g | 1.13 | 1.05 1.13   825 |P 2 V Q|
696002 | 03AQ02 Mar 24 01:42:08 03 | L03 VWDAA02    | 12:35:49.2  -4:23:54 2000 |  140 | g | 1.12 | 0.90 1.00   840 |P 1 V Q|
696004 | 03AQ02 Mar 24 01:52:08 03 | L03 VWDAA03    | 12:37:22.6  -3:29:19 2000 |  140 | g | 1.12 | 1.03 1.12   856 |P 2 V Q|
696005 | 03AQ02 Mar 24 01:55:44 03 | L03 VWDAA04    | 12:38:55.9  -2:34:45 2000 |  140 | g | 1.12 | 1.06 1.14   861 |P 2 V Q|
696006 | 03AQ02 Mar 24 01:59:23 03 | L03 VWDAA05    | 12:37:54.5  -5:41:45 2000 |  140 | g | 1.15 | 0.94 1.04   898 |P 1 V Q|
696007 | 03AQ02 Mar 24 02:03:00 03 | L03 VWDAA06    | 12:39:28.0  -4:47:09 2000 |  140 | g | 1.15 | 0.91 1.01   903 |P 1 V Q|
696008 | 03AQ02 Mar 24 02:06:36 03 | L03 VWDAA07    | 12:41:01.2  -3:52:34 2000 |  140 | g | 1.14 | 0.92 1.02   906 |P 1 V Q|
696009 | 03AQ02 Mar 24 02:10:12 03 | L03 VWDAA08    | 12:42:34.2  -2:57:57 2000 |  140 | g | 1.14 | 1.05 1.15   901 |P 2 V Q|
696010 | 03AQ02 Mar 24 02:13:50 03 | L03 VWDAA09    | 12:41:33.7  -6:04:59 2000 |  140 | g | 1.18 | 1.01 1.10   936 |P 2 V Q|
696011 | 03AQ02 Mar 24 02:17:25 03 | L03 VWDAA10    | 12:43:06.9  -5:10:21 2000 |  140 | g | 1.17 | 0.97 1.05   942 |P 2 V Q|
696012 | 03AQ02 Mar 24 02:21:01 03 | L03 VWDAA11    | 12:44:39.9  -4:15:43 2000 |  140 | g | 1.16 | 0.91 1.00   950 |P 1 V Q|
696013 | 03AQ02 Mar 24 02:24:34 03 | L03 VWDAA12    | 12:46:12.7  -3:21:04 2000 |  140 | g | 1.16 | 0.87 0.97   947 |P 1 V Q|
696014 | 03AQ02 Mar 24 02:28:16 03 | L03 VWDAA13    | 12:45:13.0  -6:28:07 2000 |  140 | g | 1.20 | 0.92 1.01   981 |P 1 V Q|
696015 | 03AQ02 Mar 24 02:31:50 03 | L03 VWDAA14    | 12:46:46.1  -5:33:27 2000 |  140 | g | 1.20 | 0.93 1.02   991 |P 1 V Q|
696016 | 03AQ02 Mar 24 02:35:28 03 | L03 VWDAA15    | 12:48:18.8  -4:38:48 2000 |  140 | g | 1.19 | 0.95 1.03   988 |P 2 V Q|
696017 | 03AQ02 Mar 24 02:39:04 03 | L03 VWDAA16    | 12:49:51.3  -3:44:07 2000 |  140 | g | 1.19 | 0.98 1.08   982 |P 2 V Q|
696019 | 03AQ02 Mar 24 02:51:15 03 | L03 VWDAA01    | 12:34:15.5  -5:18:28 2000 |  140 | g | 1.28 | 0.84 0.95  1060 |P 1 V Q|
696020 | 03AQ02 Mar 24 02:54:53 03 | L03 VWDAA02    | 12:35:49.2  -4:23:54 2000 |  140 | g | 1.27 | 0.82 0.93  1062 |P 1 V Q|
696021 | 03AQ02 Mar 24 02:58:28 03 | L03 VWDAA03    | 12:37:22.6  -3:29:19 2000 |  140 | g | 1.27 | 0.83 0.94  1064 |P 1 V Q|
696022 | 03AQ02 Mar 24 03:02:03 03 | L03 VWDAA04    | 12:38:55.9  -2:34:44 2000 |  140 | g | 1.27 | 0.82 0.92  1068 |P 1 V Q|
696023 | 03AQ02 Mar 24 03:05:43 03 | L03 VWDAA05    | 12:37:54.5  -5:41:46 2000 |  140 | g | 1.32 | 0.84 0.94  1115 |P 1 V Q|
696024 | 03AQ02 Mar 24 03:09:16 03 | L03 VWDAA06    | 12:39:28.0  -4:47:09 2000 |  140 | g | 1.32 | 0.90 0.99  1104 |P 1 V Q|
696025 | 03AQ02 Mar 24 03:12:53 03 | L03 VWDAA07    | 12:41:01.2  -3:52:33 2000 |  140 | g | 1.31 | 1.00 1.09  1106 |P 2 V Q|
696026 | 03AQ02 Mar 24 03:16:33 03 | L03 VWDAA08    | 12:42:34.2  -2:57:57 2000 |  140 | g | 1.31 | 0.90 0.99  1109 |P 1 V Q|
696027 | 03AQ02 Mar 24 03:20:12 03 | L03 VWDAA09    | 12:41:33.7  -6:04:59 2000 |  140 | g | 1.37 | 1.02 1.11  1152 |P 2 V Q|
696028 | 03AQ02 Mar 24 03:23:46 03 | L03 VWDAA10    | 12:43:06.9  -5:10:20 2000 |  140 | g | 1.37 | 0.92 1.01  1152 |P 1 V Q|
696029 | 03AQ02 Mar 24 03:28:24 03 | L03 VWDAA11    | 12:44:39.9  -4:15:43 2000 |  140 | g | 1.37 | 1.16 1.25  1142 |P 2 V Q|
696030 | 03AQ02 Mar 24 03:31:59 03 | L03 VWDAA12    | 12:46:12.7  -3:21:05 2000 |  140 | g | 1.37 | 1.04 1.12  1141 |P 2 V Q|
696032 | 03AQ02 Mar 24 03:42:33 03 | L03 VWDAA13    | 12:45:13.0  -6:28:07 2000 |  140 | g | 1.47 | 1.01 1.10  1209 |P 2 V Q|
696033 | 03AQ02 Mar 24 03:46:07 03 | L03 VWDAA14    | 12:46:46.1  -5:33:27 2000 |  140 | g | 1.47 | 1.09 1.20  1245 |P 2 V Q|
696034 | 03AQ02 Mar 24 03:49:43 03 | L03 VWDAA15    | 12:48:18.8  -4:38:48 2000 |  140 | g | 1.47 | 1.07 1.16  1197 |P 2 V Q|
696035 | 03AQ02 Mar 24 03:53:18 03 | L03 VWDAA16    | 12:49:51.3  -3:44:07 2000 |  140 | g | 1.47 | 1.25 1.27  1198 |P 2 V Q|
696205 | 03AQ02 Mar 26 02:12:12 03 | L03 VWDAA01    | 12:34:15.5  -5:16:33 2000 |  140 | g | 1.19 | 1.38 1.45   361 |A 3 O Q|
696206 | 03AQ02 Mar 26 02:15:49 03 | L03 VWDAA02    | 12:35:49.2  -4:23:54 2000 |  140 | g | 1.19 | 1.32 1.40   364 |A 3 O Q|
696207 | 03AQ02 Mar 26 02:19:23 03 | L03 VWDAA03    | 12:37:22.6  -3:29:20 2000 |  140 | g | 1.19 | 1.21 1.30   366 |A 3 O Q|
696208 | 03AQ02 Mar 26 02:23:29 03 | L03 VWDAA04    | 12:38:55.9  -2:34:44 2000 |  140 | g | 1.18 | 1.33 1.42   368 |A 3 O Q|
696209 | 03AQ02 Mar 26 02:27:13 03 | L03 VWDAA05    | 12:37:54.5  -5:41:45 2000 |  140 | g | 1.23 | 1.39 1.46   379 |A 3 O Q|
696323 | 03AQ02 Mar 27 00:58:35 03 | L03 VWDAA01    | 12:34:15.5  -5:18:28 2000 |  140 | g | 1.11 | 0.67 0.80   324 |A 1 V Q|
696324 | 03AQ02 Mar 27 01:02:08 03 | L03 VWDAA02    | 12:35:49.2  -4:23:54 2000 |  140 | g | 1.10 | 0.72 0.84   320 |A 1 V Q|
696325 | 03AQ02 Mar 27 01:05:40 03 | L03 VWDAA03    | 12:37:22.6  -3:29:20 2000 |  140 | g | 1.09 | 0.72 0.84   328 |A 1 V Q|
696326 | 03AQ02 Mar 27 01:09:13 03 | L03 VWDAA04    | 12:38:55.9  -2:34:45 2000 |  140 | g | 1.09 | 0.77 0.88   326 |A 1 V Q|
696327 | 03AQ02 Mar 27 01:12:51 03 | L03 VWDAA05    | 12:37:54.5  -5:41:45 2000 |  140 | g | 1.12 | 0.86 0.96   341 |A 1 V Q|
696328 | 03AQ02 Mar 27 01:16:29 03 | L03 VWDAA06    | 12:39:28.0  -4:47:10 2000 |  140 | g | 1.11 | 0.91 0.98   323 |A 1 V Q|
696329 | 03AQ02 Mar 27 01:20:02 03 | L03 VWDAA07    | 12:41:01.2  -3:52:34 2000 |  140 | g | 1.10 | 0.75 0.85   325 |A 1 V Q|
696330 | 03AQ02 Mar 27 01:23:40 03 | L03 VWDAA08    | 12:42:34.2  -2:57:57 2000 |  140 | g | 1.10 | 0.75 0.86   329 |A 1 V Q|
696331 | 03AQ02 Mar 27 01:27:21 03 | L03 VWDAA09    | 12:41:33.7  -6:04:58 2000 |  140 | g | 1.13 | 0.79 0.89   340 |A 1 V Q|
696332 | 03AQ02 Mar 27 01:30:56 03 | L03 VWDAA10    | 12:43:06.9  -5:10:21 2000 |  140 | g | 1.12 | 0.79 0.89   343 |A 1 V Q|
696333 | 03AQ02 Mar 27 01:34:33 03 | L03 VWDAA11    | 12:44:39.9  -4:15:43 2000 |  140 | g | 1.12 | 0.80 0.90   346 |A 1 V Q|
696334 | 03AQ02 Mar 27 01:38:05 03 | L03 VWDAA12    | 12:46:12.7  -3:21:05 2000 |  140 | g | 1.11 | 0.85 0.93   346 |A 1 V Q|
696335 | 03AQ02 Mar 27 01:41:43 03 | L03 VWDAA13    | 12:45:13.0  -6:28:07 2000 |  140 | g | 1.14 | 0.76 0.86   339 |A 1 V Q|
696336 | 03AQ02 Mar 27 01:45:18 03 | L03 VWDAA14    | 12:46:46.1  -5:33:28 2000 |  140 | g | 1.14 | 0.79 0.88   341 |A 1 V Q|
696337 | 03AQ02 Mar 27 01:48:53 03 | L03 VWDAA15    | 12:48:18.8  -4:38:48 2000 |  140 | g | 1.13 | 0.73 0.85   347 |A 1 V Q|
696338 | 03AQ02 Mar 27 01:52:32 03 | L03 VWDAA16    | 12:49:51.3  -3:44:08 2000 |  140 | g | 1.12 | 0.70 0.82   336 |A 1 V Q|
699907 | 03AQ03 Apr 25 21:44:12 03 | L03 A1959m014  | 12:56:11.2  -7:35:02 2000 |  140 | r | 1.20 | 1.03 1.08   477 |P 3 V Q|
699908 | 03AQ03 Apr 25 21:47:57 03 | L03 A1959m004  | 12:57:41.6  -6:41:20 2000 |  140 | r | 1.19 | 0.96 1.02   469 |P 2 V Q|
699909 | 03AQ03 Apr 25 21:51:43 03 | L03 A1959p004  | 12:59:11.8  -5:47:37 2000 |  140 | r | 1.18 | 0.75 0.85   464 |P 1 V Q|
699910 | 03AQ03 Apr 25 21:55:28 03 | L03 A1959p014  | 13:00:41.6  -4:53:53 2000 |  140 | r | 1.16 | 0.90 0.99   455 |P 2 V Q|
699911 | 03AQ03 Apr 25 21:59:18 03 | L03 A1969m014  | 12:59:47.9  -7:57:26 2000 |  140 | r | 1.19 | 0.84 0.94   462 |P 1 V Q|
699912 | 03AQ03 Apr 25 22:03:05 03 | L03 A1969m004  | 13:01:18.1  -7:03:42 2000 |  140 | r | 1.17 | 0.80 0.89   456 |P 1 V Q|
699913 | 03AQ03 Apr 25 22:06:54 03 | L03 A1969p014  | 13:04:17.4  -5:16:11 2000 |  140 | r | 1.15 | 0.78 0.88   455 |P 1 V Q|
699914 | 03AQ03 Apr 25 22:10:44 03 | L03 A1978m014  | 13:03:25.0  -8:19:46 2000 |  140 | r | 1.18 | 0.80 0.89   459 |P 1 V Q|
699915 | 03AQ03 Apr 25 22:14:29 03 | L03 A1978m004  | 13:04:54.9  -7:25:59 2000 |  140 | r | 1.17 | 0.72 0.84   466 |P 1 V Q|
699916 | 03AQ03 Apr 25 22:18:22 03 | L03 A1978p004  | 13:06:24.4  -6:32:11 2000 |  140 | r | 1.15 | 0.79 0.89   458 |P 1 V Q|
699917 | 03AQ03 Apr 25 22:22:08 03 | L03 A1978p014  | 13:07:53.5  -5:38:23 2000 |  140 | r | 1.14 | 0.74 0.85   459 |P 1 V Q|
699918 | 03AQ03 Apr 25 22:25:59 03 | L03 A1988m014  | 13:07:02.5  -8:41:59 2000 |  140 | r | 1.17 | 0.80 0.91   473 |P 1 V Q|
699919 | 03AQ03 Apr 25 22:29:43 03 | L03 A1988m004  | 13:08:32.0  -7:48:10 2000 |  140 | r | 1.16 | 0.91 1.00   471 |P 2 V Q|
699920 | 03AQ03 Apr 25 22:33:30 03 | L03 A1988p004  | 13:10:01.2  -6:54:19 2000 |  140 | r | 1.14 | 0.81 0.91   471 |P 1 V Q|
699921 | 03AQ03 Apr 25 22:37:17 03 | L03 A1988p014  | 13:11:30.0  -6:00:28 2000 |  140 | r | 1.13 | 0.88 0.97   476 |P 2 V Q|
699922 | 03AQ03 Apr 25 22:41:09 03 | L03 A1969p004  | 13:02:47.9  -6:09:57 2000 |  140 | r | 1.12 | 0.79 0.90   454 |P 1 V Q|
699923 | 03AQ03 Apr 25 22:44:57 03 | L03 A1959m014  | 12:56:11.2  -7:35:02 2000 |  140 | r | 1.13 | 0.91 0.99   467 |P 2 V Q|
699924 | 03AQ03 Apr 25 22:48:43 03 | L03 A1959m004  | 12:57:41.6  -6:41:20 2000 |  140 | r | 1.12 | 0.76 0.85   468 |P 1 V Q|
699925 | 03AQ03 Apr 25 22:52:29 03 | L03 A1959p004  | 12:59:11.8  -5:47:37 2000 |  140 | r | 1.11 | 0.84 0.92   467 |P 1 V Q|
699926 | 03AQ03 Apr 25 22:56:15 03 | L03 A1959p014  | 13:00:41.6  -4:53:53 2000 |  140 | r | 1.10 | 0.86 0.94   466 |P 1 V Q|
699927 | 03AQ03 Apr 25 23:00:07 03 | L03 A1969m014  | 12:59:47.9  -7:57:26 2000 |  140 | r | 1.13 | 1.01 1.06   469 |P 3 V Q|
699928 | 03AQ03 Apr 25 23:03:54 03 | L03 A1969m004  | 13:01:18.1  -7:03:42 2000 |  140 | r | 1.12 | 0.82 0.90   475 |P 1 V Q|
699929 | 03AQ03 Apr 25 23:07:40 03 | L03 A1969p004  | 13:02:47.9  -6:09:57 2000 |  140 | r | 1.11 | 0.79 0.87   474 |P 1 V Q|
699930 | 03AQ03 Apr 25 23:11:27 03 | L03 A1969p014  | 13:04:17.4  -5:16:11 2000 |  140 | r | 1.10 | 0.78 0.87   480 |P 1 V Q|
699931 | 03AQ03 Apr 25 23:15:19 03 | L03 A1978m014  | 13:03:25.0  -8:19:46 2000 |  140 | r | 1.14 | 0.82 0.90   485 |P 1 V Q|
699932 | 03AQ03 Apr 25 23:19:06 03 | L03 A1978m004  | 13:04:54.9  -7:25:59 2000 |  140 | r | 1.12 | 0.84 0.93   488 |P 1 V Q|
699933 | 03AQ03 Apr 25 23:22:54 03 | L03 A1978p004  | 13:06:24.4  -6:32:11 2000 |  140 | r | 1.12 | 1.05 1.13   475 |P 3 V Q|
699934 | 03AQ03 Apr 25 23:26:44 03 | L03 A1978p014  | 13:07:53.5  -5:38:23 2000 |  140 | r | 1.11 | 0.91 1.01   464 |P 2 V Q|
699935 | 03AQ03 Apr 25 23:30:39 03 | L03 A1988m014  | 13:07:02.5  -8:41:59 2000 |  140 | r | 1.14 | 0.98 1.07   459 |P 3 V Q|
699936 | 03AQ03 Apr 25 23:34:30 03 | L03 A1988m004  | 13:08:32.0  -7:48:10 2000 |  140 | r | 1.13 | 0.81 0.91   476 |P 1 V Q|
699937 | 03AQ03 Apr 25 23:38:19 03 | L03 A1988p004  | 13:10:01.2  -6:54:19 2000 |  140 | r | 1.12 | 0.77 0.87   464 |P 1 V Q|
699938 | 03AQ03 Apr 25 23:42:08 03 | L03 A1988p014  | 13:11:30.0  -6:00:28 2000 |  140 | r | 1.12 | 0.82 0.93   473 |P 1 V Q|
699939 | 03AQ03 Apr 25 23:45:59 03 | L03 A1959m014  | 12:56:11.2  -7:35:02 2000 |  140 | r | 1.15 | 0.86 0.97   471 |P 1 V Q|
699940 | 03AQ03 Apr 25 23:49:45 03 | L03 A1959m004  | 12:57:41.6  -6:41:20 2000 |  140 | r | 1.14 | 0.84 0.96   466 |P 1 V Q|
699941 | 03AQ03 Apr 25 23:53:32 03 | L03 A1959p004  | 12:59:11.8  -5:47:37 2000 |  140 | r | 1.13 | 0.78 0.90   474 |P 1 V Q|
699942 | 03AQ03 Apr 25 23:57:20 03 | L03 A1959p014  | 13:00:41.6  -4:53:53 2000 |  140 | r | 1.13 | 0.78 0.88   454 |P 1 V Q|
699943 | 03AQ03 Apr 26 00:01:11 03 | L03 A1969m014  | 12:59:47.9  -7:57:26 2000 |  140 | r | 1.16 | 0.81 0.93   469 |P 1 V Q|
699944 | 03AQ03 Apr 26 00:04:57 03 | L03 A1969m004  | 13:01:18.1  -7:03:42 2000 |  140 | r | 1.16 | 0.92 1.02   486 |P 2 V Q|
699945 | 03AQ03 Apr 26 00:08:45 03 | L03 A1969p004  | 13:02:47.9  -6:09:57 2000 |  140 | r | 1.15 | 0.99 1.08   488 |P 3 V Q|
699946 | 03AQ03 Apr 26 00:12:30 03 | L03 A1969p014  | 13:04:17.4  -5:16:11 2000 |  140 | r | 1.14 | 0.91 1.01   493 |P 2 V Q|
699947 | 03AQ03 Apr 26 00:16:21 03 | L03 A1978m014  | 13:03:25.0  -8:19:46 2000 |  140 | r | 1.18 | 0.83 0.93   495 |P 1 V Q|
699948 | 03AQ03 Apr 26 00:20:08 03 | L03 A1978m004  | 13:04:54.9  -7:25:59 2000 |  140 | r | 1.18 | 0.98 1.06   487 |P 3 V Q|
699949 | 03AQ03 Apr 26 00:23:55 03 | L03 A1978p004  | 13:06:24.4  -6:32:11 2000 |  140 | r | 1.17 | 0.89 0.98   484 |P 1 V Q|
699950 | 03AQ03 Apr 26 00:27:43 03 | L03 A1978p014  | 13:07:53.5  -5:38:23 2000 |  140 | r | 1.17 | 0.93 1.02   485 |P 2 V Q|
699951 | 03AQ03 Apr 26 00:31:35 03 | L03 A1988m014  | 13:07:02.5  -8:41:59 2000 |  140 | r | 1.21 | 0.82 0.92   493 |P 1 V Q|
699952 | 03AQ03 Apr 26 00:35:23 03 | L03 A1988m004  | 13:08:32.0  -7:48:10 2000 |  140 | r | 1.20 | 0.79 0.89   491 |P 1 V Q|
699953 | 03AQ03 Apr 26 00:39:10 03 | L03 A1988p004  | 13:10:01.2  -6:54:19 2000 |  140 | r | 1.20 | 0.79 0.90   490 |P 1 V Q|
699954 | 03AQ03 Apr 26 00:42:58 03 | L03 A1988p014  | 13:11:30.0  -6:00:28 2000 |  140 | r | 1.19 | 1.00 1.08   495 |P 3 V Q|
700114 | 03AQ03 Apr 26 22:58:16 03 | L03 A1959m014  | 12:56:11.2  -7:35:02 2000 |  140 | r | 1.13 | 0.88 0.98   485 |P 1 V Q|
700115 | 03AQ03 Apr 26 23:02:05 03 | L03 A1959m004  | 12:57:41.6  -6:41:20 2000 |  140 | r | 1.12 | 0.93 1.02   482 |P 2 V Q|
700116 | 03AQ03 Apr 26 23:05:54 03 | L03 A1959p004  | 12:59:11.8  -5:47:37 2000 |  140 | r | 1.11 | 0.85 0.98   483 |P 1 V Q|
700117 | 03AQ03 Apr 26 23:09:42 03 | L03 A1959p014  | 13:00:41.6  -4:53:53 2000 |  140 | r | 1.10 | 0.90 1.01   480 |P 1 V Q|
700118 | 03AQ03 Apr 26 23:13:36 03 | L03 A1969m014  | 12:59:47.9  -7:57:26 2000 |  140 | r | 1.13 | 0.86 0.99   490 |P 1 V Q|
